ZIP,Size of adjusted gross income,number of returns,single returns,joint returns,Adjusted gross income
46614,,"15,230","7,550","5,610","914,728"
46614,"$1 under $25,000",5470,3960,650,65605
46614,"$25,000 under $50,000",3960,2300,860,144553
46614,"$50,000 under $75,000",2300,830,1200,141546
46614,"$75,000 under $100,000",1440,260,1090,124737
46614,"$100,000 under $200,000",1590,160,1390,205528
46614,"$200,000 or more",470,40,420,232759
,,,,,
46615,,"7,130","3,850","1,830","312,483"
46615,"$1 under $25,000",3040,2080,250,38854
46615,"$25,000 under $50,000",2120,1190,380,76209
46615,"$50,000 under $75,000",1020,420,460,62013
46615,"$75,000 under $100,000",450,90,330,38703
46615,"$100,000 under $200,000",400,70,330,50992
46615,"$200,000 or more",100,** ,80,45712
,,,,,
46616,,"2,800","1,420",700,"118,161"
46616,"$1 under $25,000",1310,830,110,16719
46616,"$25,000 under $50,000",830,420,170,29603
46616,"$50,000 under $75,000",340,120,160,20286
46616,"$75,000 under $100,000",160,50,120,13789
46616,"$100,000 under $200,000",120,** ,100,15274
46616,"$200,000 or more",40,** ,40,22490
,,,,,
46617,,"4,490","2,490","1,400","353,481"
46617,"$1 under $25,000",1580,1200,110,19103
46617,"$25,000 under $50,000",1060,670,180,37764
46617,"$50,000 under $75,000",650,350,230,39830
46617,"$75,000 under $100,000",350,120,210,30277
46617,"$100,000 under $200,000",550,100,430,75144
46617,"$200,000 or more",300,50,240,151363
,,,,,
46619,,"9,510","4,520","2,610","352,862"
46619,"$1 under $25,000",4550,2760,490,58910
46619,"$25,000 under $50,000",2820,1280,660,100803
46619,"$50,000 under $75,000",1130,370,600,69050
46619,"$75,000 under $100,000",530,70,430,45594
46619,"$100,000 under $200,000",450,40,400,57106
46619,"$200,000 or more",30,** ,30,21399
,,,,,
46628,,"12,470","5,820","3,700","577,108"
46628,"$1 under $25,000",5570,3390,500,68888
46628,"$25,000 under $50,000",3140,1580,650,112693
46628,"$50,000 under $75,000",1530,540,730,93723
46628,"$75,000 under $100,000",930,160,710,79938
46628,"$100,000 under $200,000",1070,120,920,139889
46628,"$200,000 or more",230,30,190,81977
,,,,,
46635,,"3,060","1,530","1,190","175,716"
46635,"$1 under $25,000",1080,820,110,12793
46635,"$25,000 under $50,000",710,400,200,26068
46635,"$50,000 under $75,000",510,200,240,31094
46635,"$75,000 under $100,000",320,60,250,27713
46635,"$100,000 under $200,000",360,50,320,47732
46635,"$200,000 or more",80,** ,70,30316
,,,,,
46637,,"7,530","4,030","2,510","396,427"
46637,"$1 under $25,000",2790,2070,320,33674
46637,"$25,000 under $50,000",2040,1250,410,74179
46637,"$50,000 under $75,000",1120,460,510,68831
46637,"$75,000 under $100,000",650,120,500,56324
46637,"$100,000 under $200,000",740,110,610,96402
46637,"$200,000 or more",190,20,160,67017
,,,,,
46701,,"3,550","1,600","1,600","193,680"
46701,"$1 under $25,000",1160,850,220,13533
46701,"$25,000 under $50,000",920,500,240,34432
46701,"$50,000 under $75,000",610,180,370,37616
46701,"$75,000 under $100,000",400,40,340,34279
46701,"$100,000 under $200,000",410,30,390,52789
46701,"$200,000 or more",50,** ,40,21031
,,,,,
46702,,"1,070",470,470,"49,959"
46702,"$1 under $25,000",410,280,70,4764
46702,"$25,000 under $50,000",290,130,110,10625
46702,"$50,000 under $75,000",170,60,110,10719
46702,"$75,000 under $100,000",100,** ,90,8970
46702,"$100,000 under $200,000",100,** ,90,14881
46702,"$200,000 or more",** ,** ,** ,** 
,,,,,
46703,,"8,520","4,020","3,340","489,788"
46703,"$1 under $25,000",3230,2300,450,38471
46703,"$25,000 under $50,000",2230,1150,610,80517
46703,"$50,000 under $75,000",1150,350,660,70767
46703,"$75,000 under $100,000",770,120,610,67044
46703,"$100,000 under $200,000",890,70,800,116601
46703,"$200,000 or more",250,30,210,116388
,,,,,
46705,,860,420,300,"37,613"
46705,"$1 under $25,000",330,240,40,3958
46705,"$25,000 under $50,000",240,130,50,8517
46705,"$50,000 under $75,000",140,50,80,8465
46705,"$75,000 under $100,000",80,** ,70,6998
46705,"$100,000 under $200,000",70,** ,60,9675
46705,"$200,000 or more",** ,** ,** ,** 
,,,,,
46706,,"9,740","4,540","4,080","597,450"
46706,"$1 under $25,000",3360,2520,470,39506
46706,"$25,000 under $50,000",2460,1340,620,89832
46706,"$50,000 under $75,000",1440,460,820,88346
46706,"$75,000 under $100,000",1020,120,850,88134
46706,"$100,000 under $200,000",1190,80,1080,156121
46706,"$200,000 or more",270,20,240,135511
,,,,,
46710,,"2,220",990,990,"122,482"
46710,"$1 under $25,000",740,550,120,8843
46710,"$25,000 under $50,000",530,290,140,19597
46710,"$50,000 under $75,000",380,110,220,23525
46710,"$75,000 under $100,000",290,40,250,24941
46710,"$100,000 under $200,000",240,** ,220,31076
46710,"$200,000 or more",40,** ,40,14500
,,,,,
46711,,"3,120","1,270","1,600","166,547"
46711,"$1 under $25,000",1180,770,290,13689
46711,"$25,000 under $50,000",850,340,400,30848
46711,"$50,000 under $75,000",470,100,350,28891
46711,"$75,000 under $100,000",280,30,250,24075
46711,"$100,000 under $200,000",270,30,240,34859
46711,"$200,000 or more",70,** ,70,34185
,,,,,
46714,,"7,040","3,220","3,100","379,446"
46714,"$1 under $25,000",2710,1930,450,30535
46714,"$25,000 under $50,000",1790,870,610,64491
46714,"$50,000 under $75,000",1020,280,680,62997
46714,"$75,000 under $100,000",680,70,600,59314
46714,"$100,000 under $200,000",680,70,620,89720
46714,"$200,000 or more",160,** ,140,72389
,,,,,
46721,,"2,210",980,900,"102,714"
46721,"$1 under $25,000",800,560,130,9196
46721,"$25,000 under $50,000",650,300,180,23521
46721,"$50,000 under $75,000",350,90,220,21663
46721,"$75,000 under $100,000",230,30,200,19962
46721,"$100,000 under $200,000",180,** ,170,28372
46721,"$200,000 or more",** ,** ,** ,** 
,,,,,
46723,,"3,710","1,670","1,700","218,689"
46723,"$1 under $25,000",1240,900,220,14238
46723,"$25,000 under $50,000",910,500,270,33657
46723,"$50,000 under $75,000",570,170,340,35072
46723,"$75,000 under $100,000",460,70,370,39472
46723,"$100,000 under $200,000",440,30,410,56930
46723,"$200,000 or more",90,** ,90,39320
,,,,,
46725,,"11,730","5,390","5,180","672,980"
46725,"$1 under $25,000",3940,2930,620,44619
46725,"$25,000 under $50,000",2870,1600,780,104865
46725,"$50,000 under $75,000",1870,580,1120,115756
46725,"$75,000 under $100,000",1290,160,1070,111512
46725,"$100,000 under $200,000",1520,120,1380,198516
46725,"$200,000 or more",240,** ,210,97712
,,,,,
46730,,630,270,310,"39,171"
46730,"$1 under $25,000",210,150,40,2653
46730,"$25,000 under $50,000",150,80,50,5622
46730,"$50,000 under $75,000",110,40,80,6758
46730,"$75,000 under $100,000",70,** ,60,6058
46730,"$100,000 under $200,000",90,** ,80,18080
46730,"$200,000 or more",** ,** ,** ,** 
,,,,,
46731,,290,130,150,"17,565"
46731,"$1 under $25,000",90,70,40,1080
46731,"$25,000 under $50,000",60,30,** ,2386
46731,"$50,000 under $75,000",50,30,40,3369
46731,"$75,000 under $100,000",40,** ,30,3405
46731,"$100,000 under $200,000",50,** ,40,7325
46731,"$200,000 or more",** ,** ,** ,** 
,,,,,
46732,,"1,430",620,520,"62,121"
46732,"$1 under $25,000",520,330,80,6066
46732,"$25,000 under $50,000",430,190,120,15831
46732,"$50,000 under $75,000",250,70,130,15050
46732,"$75,000 under $100,000",130,30,100,11160
46732,"$100,000 under $200,000",100,** ,90,14014
46732,"$200,000 or more",** ,** ,** ,** 
,,,,,
46733,,"8,960","4,130","3,830","471,975"
46733,"$1 under $25,000",3210,2310,500,36196
46733,"$25,000 under $50,000",2400,1300,670,88138
46733,"$50,000 under $75,000",1360,360,870,83683
46733,"$75,000 under $100,000",950,100,820,81970
46733,"$100,000 under $200,000",890,60,830,113960
46733,"$200,000 or more",150,** ,140,68028
,,,,,
46737,,"3,520","1,590","1,530","231,803"
46737,"$1 under $25,000",1170,840,190,13983
46737,"$25,000 under $50,000",890,460,260,32493
46737,"$50,000 under $75,000",560,180,330,35001
46737,"$75,000 under $100,000",370,50,300,31329
46737,"$100,000 under $200,000",390,40,340,51701
46737,"$200,000 or more",140,20,110,67296
,,,,,
46738,,"3,890","1,850","1,450","176,191"
46738,"$1 under $25,000",1520,1070,210,18003
46738,"$25,000 under $50,000",1120,560,300,40856
46738,"$50,000 under $75,000",610,170,360,37156
46738,"$75,000 under $100,000",340,30,300,29028
46738,"$100,000 under $200,000",270,20,250,34817
46738,"$200,000 or more",30,** ,30,16331
,,,,,
46740,,"1,500",610,790,"64,176"
46740,"$1 under $25,000",630,390,200,7958
46740,"$25,000 under $50,000",450,150,250,16259
46740,"$50,000 under $75,000",220,70,150,13169
46740,"$75,000 under $100,000",110,** ,110,9586
46740,"$100,000 under $200,000",90,** ,80,17204
46740,"$200,000 or more",** ,** ,** ,** 
,,,,,
46741,,"1,820",750,960,"108,525"
46741,"$1 under $25,000",620,440,140,7609
46741,"$25,000 under $50,000",530,230,260,18921
46741,"$50,000 under $75,000",280,50,210,17315
46741,"$75,000 under $100,000",150,30,130,12998
46741,"$100,000 under $200,000",180,** ,170,23974
46741,"$200,000 or more",60,** ,50,27708
,,,,,
46742,,"1,610",700,780,"99,319"
46742,"$1 under $25,000",540,380,110,6393
46742,"$25,000 under $50,000",380,200,120,14047
46742,"$50,000 under $75,000",240,80,140,15025
46742,"$75,000 under $100,000",180,20,160,16082
46742,"$100,000 under $200,000",220,20,200,30092
46742,"$200,000 or more",50,** ,50,17680
,,,,,
46743,,"1,040",430,520,"53,393"
46743,"$1 under $25,000",360,250,70,4394
46743,"$25,000 under $50,000",250,120,90,9352
46743,"$50,000 under $75,000",180,60,130,10945
46743,"$75,000 under $100,000",110,** ,100,9572
46743,"$100,000 under $200,000",140,** ,130,19130
46743,"$200,000 or more",** ,** ,** ,** 
,,,,,
46745,,960,400,480,"58,502"
46745,"$1 under $25,000",290,230,40,3081
46745,"$25,000 under $50,000",220,110,80,8008
46745,"$50,000 under $75,000",140,60,90,8582
46745,"$75,000 under $100,000",130,** ,110,11356
46745,"$100,000 under $200,000",150,** ,140,19275
46745,"$200,000 or more",30,0,20,8200
,,,,,
46746,,"1,890",810,830,"99,359"
46746,"$1 under $25,000",630,430,130,7546
46746,"$25,000 under $50,000",520,240,170,18686
46746,"$50,000 under $75,000",350,100,200,21537
46746,"$75,000 under $100,000",190,40,150,16426
46746,"$100,000 under $200,000",170,** ,150,21655
46746,"$200,000 or more",30,** ,30,13509
,,,,,
46747,,"1,210",500,550,"62,988"
46747,"$1 under $25,000",430,270,100,5301
46747,"$25,000 under $50,000",330,160,110,12095
46747,"$50,000 under $75,000",180,50,110,10935
46747,"$75,000 under $100,000",130,20,110,10977
46747,"$100,000 under $200,000",120,** ,120,14496
46747,"$200,000 or more",20,** ,** ,9184
,,,,,
46748,,"3,240","1,300","1,530","298,712"
46748,"$1 under $25,000",910,710,100,9450
46748,"$25,000 under $50,000",690,350,170,25192
46748,"$50,000 under $75,000",500,160,260,30622
46748,"$75,000 under $100,000",370,40,300,31798
46748,"$100,000 under $200,000",500,40,450,66531
46748,"$200,000 or more",270,** ,250,135119
,,,,,
46750,,"12,430","5,780","5,080","605,375"
46750,"$1 under $25,000",4860,3430,720,57221
46750,"$25,000 under $50,000",3200,1590,990,115899
46750,"$50,000 under $75,000",1840,510,1170,113233
46750,"$75,000 under $100,000",1170,140,980,100796
46750,"$100,000 under $200,000",1180,110,1060,151218
46750,"$200,000 or more",180,** ,160,67008
,,,,,
46755,,"7,330","3,380","2,880","356,810"
46755,"$1 under $25,000",2800,1920,440,32282
46755,"$25,000 under $50,000",2010,1000,550,73126
46755,"$50,000 under $75,000",1150,350,670,70611
46755,"$75,000 under $100,000",670,60,580,57345
46755,"$100,000 under $200,000",590,50,540,74797
46755,"$200,000 or more",110,** ,100,48649
,,,,,
46759,,260,100,120,"11,824"
46759,"$1 under $25,000",80,50,** ,950
46759,"$25,000 under $50,000",80,30,50,2864
46759,"$50,000 under $75,000",50,20,30,3261
46759,"$75,000 under $100,000",30,** ,20,2148
46759,"$100,000 under $200,000",20,** ,20,2601
46759,"$200,000 or more",** ,** ,** ,** 
,,,,,
46760,,610,270,280,"29,881"
46760,"$1 under $25,000",190,140,30,2217
46760,"$25,000 under $50,000",180,90,60,6625
46760,"$50,000 under $75,000",110,40,70,6571
46760,"$75,000 under $100,000",70,** ,60,5794
46760,"$100,000 under $200,000",60,** ,60,8674
46760,"$200,000 or more",** ,** ,** ,** 
,,,,,
46761,,"5,310","2,420","2,360","272,564"
46761,"$1 under $25,000",1820,1300,340,21459
46761,"$25,000 under $50,000",1340,670,450,49034
46761,"$50,000 under $75,000",1000,300,610,62565
46761,"$75,000 under $100,000",690,130,530,58440
46761,"$100,000 under $200,000",390,20,360,49992
46761,"$200,000 or more",70,** ,70,31074
,,,,,
46763,,810,340,410,"50,033"
46763,"$1 under $25,000",250,180,50,2776
46763,"$25,000 under $50,000",180,100,60,6634
46763,"$50,000 under $75,000",130,40,80,8267
46763,"$75,000 under $100,000",110,20,90,9283
46763,"$100,000 under $200,000",120,** ,130,15585
46763,"$200,000 or more",20,** ,** ,7488
,,,,,
46764,,690,310,300,"37,066"
46764,"$1 under $25,000",250,180,40,2812
46764,"$25,000 under $50,000",170,80,60,6003
46764,"$50,000 under $75,000",110,50,60,6479
46764,"$75,000 under $100,000",70,** ,60,5874
46764,"$100,000 under $200,000",90,** ,80,15898
46764,"$200,000 or more",** ,** ,** ,** 
,,,,,
46765,,"2,620","1,090","1,350","209,809"
46765,"$1 under $25,000",850,700,100,8402
46765,"$25,000 under $50,000",420,220,140,15810
46765,"$50,000 under $75,000",340,90,210,20922
46765,"$75,000 under $100,000",300,40,250,26749
46765,"$100,000 under $200,000",560,40,520,76273
46765,"$200,000 or more",150,** ,130,61653
,,,,,
46766,,250,90,130,"12,034"
46766,"$1 under $25,000",80,50,40,960
46766,"$25,000 under $50,000",50,40,** ,1915
46766,"$50,000 under $75,000",60,** ,40,3443
46766,"$75,000 under $100,000",60,** ,50,5716
46766,"$100,000 under $200,000",** ,** ,** ,** 
46766,"$200,000 or more",** ,** ,** ,** 
,,,,,
46767,,"3,780","1,630","1,510","179,492"
46767,"$1 under $25,000",1170,820,170,14210
46767,"$25,000 under $50,000",1200,540,320,44897
46767,"$50,000 under $75,000",710,190,410,43837
46767,"$75,000 under $100,000",430,80,350,37135
46767,"$100,000 under $200,000",240,** ,230,30072
46767,"$200,000 or more",30,0,30,9341
,,,,,
46770,,"1,290",570,640,"77,671"
46770,"$1 under $25,000",400,290,70,4843
46770,"$25,000 under $50,000",310,180,100,11490
46770,"$50,000 under $75,000",220,70,140,13665
46770,"$75,000 under $100,000",160,30,130,13662
46770,"$100,000 under $200,000",170,** ,170,22652
46770,"$200,000 or more",30,0,30,11359
,,,,,
46772,,"1,240",440,730,"58,782"
46772,"$1 under $25,000",460,290,150,5552
46772,"$25,000 under $50,000",400,120,240,14219
46772,"$50,000 under $75,000",170,30,140,10530
46772,"$75,000 under $100,000",110,** ,100,9735
46772,"$100,000 under $200,000",100,** ,100,18746
46772,"$200,000 or more",** ,** ,** ,** 
,,,,,
46773,,"1,800",840,820,"98,123"
46773,"$1 under $25,000",620,470,100,7214
46773,"$25,000 under $50,000",430,240,130,15926
46773,"$50,000 under $75,000",310,90,200,19023
46773,"$75,000 under $100,000",220,40,190,19547
46773,"$100,000 under $200,000",190,** ,180,25472
46773,"$200,000 or more",30,** ,20,10941
,,,,,
46774,,"8,500","3,990","3,450","417,949"
46774,"$1 under $25,000",3130,2240,460,37646
46774,"$25,000 under $50,000",2200,1160,630,80631
46774,"$50,000 under $75,000",1360,420,780,83438
46774,"$75,000 under $100,000",900,110,750,78342
46774,"$100,000 under $200,000",820,60,750,104351
46774,"$200,000 or more",90,** ,80,33541
,,,,,
46776,,740,350,310,"32,680"
46776,"$1 under $25,000",280,190,60,3526
46776,"$25,000 under $50,000",230,120,60,8293
46776,"$50,000 under $75,000",130,40,90,8103
46776,"$75,000 under $100,000",50,** ,50,4484
46776,"$100,000 under $200,000",50,** ,50,8274
46776,"$200,000 or more",** ,** ,** ,** 
,,,,,
46777,,"3,130","1,340","1,460","178,448"
46777,"$1 under $25,000",1020,740,150,11890
46777,"$25,000 under $50,000",750,390,210,27166
46777,"$50,000 under $75,000",500,140,320,31024
46777,"$75,000 under $100,000",400,40,360,34567
46777,"$100,000 under $200,000",400,30,370,51388
46777,"$200,000 or more",60,** ,50,22413
,,,,,
46779,,970,450,420,"49,635"
46779,"$1 under $25,000",340,240,70,4164
46779,"$25,000 under $50,000",270,130,90,9958
46779,"$50,000 under $75,000",160,60,90,9954
46779,"$75,000 under $100,000",90,20,80,7821
46779,"$100,000 under $200,000",110,** ,90,17738
46779,"$200,000 or more",** ,** ,** ,** 
,,,,,
46781,,450,170,220,"20,100"
46781,"$1 under $25,000",160,100,40,1916
46781,"$25,000 under $50,000",100,40,40,3446
46781,"$50,000 under $75,000",100,30,70,5916
46781,"$75,000 under $100,000",50,** ,40,3903
46781,"$100,000 under $200,000",40,** ,30,4919
46781,"$200,000 or more",** ,** ,** ,** 
,,,,,
46783,,"3,440","1,330","1,830","306,351"
46783,"$1 under $25,000",930,730,130,9393
46783,"$25,000 under $50,000",590,320,170,21648
46783,"$50,000 under $75,000",510,160,290,31466
46783,"$75,000 under $100,000",470,70,370,41201
46783,"$100,000 under $200,000",710,50,650,94721
46783,"$200,000 or more",230,** ,220,107922
,,,,,
46784,,"1,160",540,490,"67,808"
46784,"$1 under $25,000",400,300,60,4350
46784,"$25,000 under $50,000",280,140,90,10448
46784,"$50,000 under $75,000",190,70,100,11352
46784,"$75,000 under $100,000",130,30,100,11530
46784,"$100,000 under $200,000",120,** ,110,15628
46784,"$200,000 or more",40,** ,30,14500
,,,,,
46785,,680,280,340,"37,818"
46785,"$1 under $25,000",230,170,40,2741
46785,"$25,000 under $50,000",160,70,60,5878
46785,"$50,000 under $75,000",110,40,80,7039
46785,"$75,000 under $100,000",70,** ,60,6161
46785,"$100,000 under $200,000",110,** ,100,15999
46785,"$200,000 or more",** ,** ,** ,** 
,,,,,
46787,,"1,820",820,800,"90,529"
46787,"$1 under $25,000",620,440,110,7167
46787,"$25,000 under $50,000",480,250,130,17425
46787,"$50,000 under $75,000",310,90,200,19247
46787,"$75,000 under $100,000",190,40,160,16173
46787,"$100,000 under $200,000",200,** ,180,24435
46787,"$200,000 or more",20,0,20,6082
,,,,,
46788,,"1,450",550,850,"106,698"
46788,"$1 under $25,000",440,310,110,5038
46788,"$25,000 under $50,000",290,150,120,10742
46788,"$50,000 under $75,000",210,50,150,13304
46788,"$75,000 under $100,000",150,40,130,13188
46788,"$100,000 under $200,000",290,** ,270,38662
46788,"$200,000 or more",70,** ,70,25764
,,,,,
46791,,420,170,200,"30,080"
46791,"$1 under $25,000",130,100,20,1587
46791,"$25,000 under $50,000",90,40,30,3249
46791,"$50,000 under $75,000",70,30,40,4365
46791,"$75,000 under $100,000",50,** ,40,4478
46791,"$100,000 under $200,000",80,** ,70,16401
46791,"$200,000 or more",** ,** ,** ,** 
,,,,,
46792,,"1,900",850,870,"97,659"
46792,"$1 under $25,000",660,480,120,7880
46792,"$25,000 under $50,000",510,240,190,18319
46792,"$50,000 under $75,000",340,90,220,21011
46792,"$75,000 under $100,000",190,40,160,16621
46792,"$100,000 under $200,000",170,** ,160,22440
46792,"$200,000 or more",30,** ,20,11388
,,,,,
46793,,"2,010",910,840,"100,611"
46793,"$1 under $25,000",720,510,110,8778
46793,"$25,000 under $50,000",540,270,160,19855
46793,"$50,000 under $75,000",320,90,200,19725
