ZIP,Adjust Gross Income,Number of returns,Amount
47921,5906,40,5906
47921,** ,** ,** 
,,,
47922,"33,174",700,"33,964"
47922,3628,280,3689
47922,6486,180,6601
47922,6823,110,6935
47922,6321,70,6507
47922,9916,60,10232
47922,** ,** ,** 
,,,
47923,"98,393","1,790","99,815"
47923,6464,580,6525
47923,15549,430,15759
47923,18839,310,18952
47923,17331,200,17452
47923,30028,230,30945
47923,10182,40,10182
,,,
47926,"24,307",530,"24,501"
47926,2111,190,2135
47926,5491,150,5531
47926,4103,70,4155
47926,4841,60,4841
47926,7761,60,7839
47926,** ,** ,** 
,,,
47928,"38,869",820,"39,106"
47928,3672,310,3694
47928,7753,210,7793
47928,8071,130,8125
47928,7011,80,7083
47928,12362,90,12411
47928,** ,** ,** 
,,,
47929,"21,257",400,"21,588"
47929,1483,130,1483
47929,4086,110,4270
47929,3835,60,3835
47929,4607,50,4754
47929,7246,50,7246
47929,** ,** ,** 
,,,
47930,"27,924",520,"28,076"
47930,2227,180,2262
47930,4891,140,4919
47930,4733,80,4774
47930,4268,50,4268
47930,11805,70,11853
47930,** ,** ,** 
,,,
47932,"134,164","2,470","136,338"
47932,10758,890,10952
47932,19962,550,20174
47932,25132,400,25482
47932,24540,290,24732
47932,38226,300,38748
47932,15546,40,16250
,,,
47933,"647,110","12,970","655,149"
47933,56337,4840,57124
47933,127145,3520,128256
47933,113505,1850,114536
47933,105127,1220,106320
47933,171833,1330,173911
47933,73163,210,75002
,,,
47940,"35,110",700,"35,545"
47940,2882,240,2921
47940,6796,180,6905
47940,8622,140,8684
47940,6352,70,6397
47940,10458,70,10638
47940,** ,** ,** 
,,,
47942,"15,954",330,"16,340"
47942,1282,120,1282
47942,3247,90,3370
47942,2967,50,2967
47942,3597,40,3860
47942,4861,30,4861
47942,** ,** ,** 
,,,
47943,"24,615",460,"24,947"
47943,1754,150,1779
47943,4770,120,4770
47943,4888,80,5024
47943,3981,50,3981
47943,9222,60,9393
47943,** ,** ,** 
,,,
47944,"84,447","1,680","86,687"
47944,7001,610,7114
47944,16088,450,16347
47944,16060,260,16475
47944,13475,160,13894
47944,23001,170,24035
47944,8822,30,8822
,,,
47946,"50,135",880,"51,472"
47946,3306,310,3340
47946,6909,190,7004
47946,9080,150,9289
47946,8500,100,8717
47946,13887,100,14669
47946,8453,30,8453
,,,
47948,"27,881",590,"28,487"
47948,2554,210,2605
47948,6967,190,7073
47948,5739,90,5829
47948,4432,50,4432
47948,8189,50,8548
47948,** ,** ,** 
,,,
47949,"28,059",600,"28,296"
47949,2249,210,2300
47949,6157,170,6209
47949,5368,90,5412
47949,5210,60,5210
47949,9075,70,9165
47949,** ,** ,** 
,,,
47950,"16,034",390,"16,137"
47950,1798,160,1839
47950,3934,110,3934
47950,3945,60,4007
47950,3424,40,3424
47950,2933,20,2933
47950,** ,** ,** 
,,,
47951,"47,830","1,010","48,815"
47951,4789,410,4867
47951,9477,260,9614
47951,10045,160,10227
47951,6826,80,6951
47951,16693,100,17156
47951,** ,** ,** 
,,,
47952,"50,498","1,180","51,060"
47952,5462,480,5525
47952,11425,320,11539
47952,10593,170,10745
47952,8254,100,8254
47952,14764,110,14997
47952,** ,** ,** 
,,,
47954,"53,883","1,060","54,729"
47954,4553,380,4597
47954,10371,290,10466
47954,9511,150,9650
47954,9227,110,9298
47954,20221,130,20718
47954,** ,** ,** 
,,,
47955,"21,559",430,"21,711"
47955,1747,150,1747
47955,3847,100,3910
47955,4151,70,4151
47955,5447,60,5536
47955,6367,50,6367
47955,** ,** ,** 
,,,
47957,"29,854",720,"30,295"
47957,3358,300,3420
47957,6820,190,6864
47957,6278,100,6380
47957,6888,80,6929
47957,6510,50,6702
47957,** ,** ,** 
,,,
47959,"50,321","1,220","50,841"
47959,5814,470,5843
47959,14941,410,15049
47959,10454,170,10557
47959,7403,90,7403
47959,11709,80,11989
47959,** ,** ,** 
,,,
47960,"381,735","7,320","387,685"
47960,32479,2880,32994
47960,68963,1910,69616
47960,63554,1030,64264
47960,55116,630,55667
47960,93056,710,94346
47960,68567,160,70798
,,,
47963,"41,469",920,"42,243"
47963,4017,360,4090
47963,8894,240,9084
47963,8092,130,8154
47963,8950,110,9124
47963,11516,80,11791
47963,** ,** ,** 
,,,
47967,"17,121",330,"17,335"
47967,1128,100,1128
47967,2745,70,2829
47967,4859,80,4928
47967,3312,40,3373
47967,5077,40,5077
47967,** ,** ,** 
,,,
47968,"28,165",490,"28,443"
47968,1961,170,2009
47968,4764,130,4764
47968,4503,70,4576
47968,3579,40,3579
47968,13358,80,13515
47968,** ,** ,** 
,,,
47970,"49,651",950,"50,541"
47970,3723,330,3762
47970,9848,270,9947
47970,8107,130,8234
47970,6612,80,6714
47970,21361,140,21884
47970,** ,** ,** 
,,,
47971,"37,620",850,"38,105"
47971,3482,310,3552
47971,8519,240,8593
47971,7823,130,7887
47971,7439,90,7544
47971,10357,80,10529
47971,** ,** ,** 
,,,
47974,"26,085",510,"26,367"
47974,1979,170,2031
47974,5126,140,5126
47974,5810,90,5866
47974,5017,60,5070
47974,8153,50,8274
47974,** ,** ,** 
,,,
47975,"21,577",340,"21,878"
47975,1414,110,1495
47975,2412,60,2412
47975,4508,70,4591
47975,3754,40,3754
47975,9489,60,9626
47975,** ,** ,** 
,,,
47977,"60,337","1,070","61,637"
47977,4564,380,4652
47977,10674,290,10859
47977,10359,170,10447
47977,8086,90,8185
47977,13853,110,14181
47977,12801,30,13313
,,,
47978,"257,535","5,020","261,912"
47978,20513,1870,20820
47978,45759,1240,46519
47978,46482,760,47086
47978,44734,520,45308
47978,71389,550,72731
47978,28658,80,29448
,,,
47980,"26,313",510,"26,855"
47980,1934,180,1953
47980,4792,130,4880
47980,5680,90,5780
47980,4348,50,4417
47980,9559,60,9825
47980,** ,** ,** 
,,,
47981,"24,545",400,"24,736"
47981,1313,120,1369
47981,3308,90,3308
47981,4454,70,4563
47981,4465,50,4465
47981,11005,70,11031
47981,** ,** ,** 
,,,
47987,"81,723","1,790","82,721"
47987,7428,690,7505
47987,18381,500,18540
47987,16074,260,16235
47987,13013,150,13275
47987,26827,190,27166
47987,** ,** ,** 
,,,
47989,"30,678",550,"30,998"
47989,2012,180,2012
47989,5338,140,5424
47989,5446,90,5577
47989,4889,60,4889
47989,12993,80,13096
47989,** ,** ,** 
,,,
47990,"40,359",840,"40,898"
47990,3293,290,3327
47990,8563,240,8646
47990,7743,130,7849
47990,6506,80,6549
47990,14254,100,14527
47990,** ,** ,** 
,,,
47991,"21,733",460,"21,952"
47991,2153,180,2245
47991,4443,120,4443
47991,4435,70,4467
47991,4088,50,4183
47991,6614,40,6614
47991,** ,** ,** 
,,,
47992,"44,882",710,"45,369"
47992,2408,210,2440
47992,5590,150,5662
47992,6457,100,6536
47992,9346,110,9437
47992,21081,140,21294
47992,** ,** ,** 
,,,
47993,"94,300","1,810","95,978"
47993,6895,620,7023
47993,17048,470,17216
47993,18114,290,18347
47993,16700,190,16791
47993,28718,220,29776
47993,6825,20,6825
,,,
47994,"14,845",290,"15,004"
47994,1214,90,1214
47994,2931,80,2991
47994,2272,40,2272
47994,3385,40,3484
47994,5043,40,5043
47994,** ,** ,** 
,,,
47995,"41,097",810,"42,200"
47995,3201,290,3246
47995,7604,210,7775
47995,6564,110,6695
47995,7489,90,7732
47995,16239,110,16752
47995,** ,** ,** 
,,,
99999,"1,317,094","25,160","1,326,168"
99999,122692,10080,123629
99999,251928,6960,253590
99999,221136,3620,222181
99999,175504,2040,176164
99999,251499,1910,253315
99999,294335,550,297289
